dataset,feature_set,model,raw_model,group_sparse_dimension,group_sparsity,pre_truncation_sparse_dimension,actual_sparse_dimension,pre_truncation_sparsity,actual_sparsity,dense_dimension,p5,p95,p95_over_p5,stats_path
cc3m,truncated,openai__clip-vit-large-patch14_text,topk_8192_openai__clip-vit-large-patch14_text_k_32,8192,32,8192,7856,32,27.9893,768,0.0315679,0.277444,8.78881,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_openai__clip-vit-large-patch14_text_k_32/sparse_features_statistics.npz
cc3m,truncated,Qwen__Qwen3-1.7B-Base_text,topk_8192_Qwen__Qwen3-1.7B-Base_text_k_32,8192,32,8192,8091,32,26.0113,2048,0.0214769,0.188832,8.79235,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_Qwen__Qwen3-1.7B-Base_text_k_32/sparse_features_statistics.npz
cc3m,truncated,Qwen__Qwen3-4B-Base_text,topk_8192_Qwen__Qwen3-4B-Base_text_k_32,8192,32,8192,8018,32,25.0184,2560,0.0233031,0.211675,9.08357,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_Qwen__Qwen3-4B-Base_text_k_32/sparse_features_statistics.npz
cc3m,truncated,BAAI__bge-base-en-v1.5_text,topk_8192_BAAI__bge-base-en-v1.5_text_k_64,8192,64,8192,7627,64,35.0816,768,0.0176976,0.231223,13.0652,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_BAAI__bge-base-en-v1.5_text_k_64/sparse_features_statistics.npz
cc3m,truncated,BAAI__bge-large-en-v1.5_text,topk_8192_BAAI__bge-large-en-v1.5_text_k_64,8192,64,8192,7415,64,38.8518,1024,0.0180593,0.223517,12.3768,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_BAAI__bge-large-en-v1.5_text_k_64/sparse_features_statistics.npz
cc3m,truncated,codefuse-ai__F2LLM-1.7B_text,topk_8192_codefuse-ai__F2LLM-1.7B_text_k_64,8192,64,8192,7833,64,51.1817,2048,0.0213215,0.228917,10.7364,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_codefuse-ai__F2LLM-1.7B_text_k_64/sparse_features_statistics.npz
cc3m,truncated,codefuse-ai__F2LLM-4B_text,topk_8192_codefuse-ai__F2LLM-4B_text_k_64,8192,64,8192,8024,64,57.4447,2560,0.0219723,0.208965,9.51037,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_codefuse-ai__F2LLM-4B_text_k_64/sparse_features_statistics.npz
cc3m,truncated,facebook__dinov2-base_img,topk_8192_facebook__dinov2-base_img_k_64,8192,64,8192,8183,64,63.1514,768,0.0256143,0.182903,7.14069,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_facebook__dinov2-base_img_k_64/sparse_features_statistics.npz
cc3m,truncated,facebook__dinov2-large_img,topk_8192_facebook__dinov2-large_img_k_64,8192,64,8192,8169,64,63.1674,1024,0.022822,0.191669,8.39841,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_facebook__dinov2-large_img_k_64/sparse_features_statistics.npz
cc3m,truncated,facebook__vit-mae-huge_img,topk_8192_facebook__vit-mae-huge_img_k_64,8192,64,8192,8045,64,35.0921,1280,0.0166571,0.0895544,5.37634,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_facebook__vit-mae-huge_img_k_64/sparse_features_statistics.npz
cc3m,truncated,facebook__vit-mae-large_img,topk_8192_facebook__vit-mae-large_img_k_64,8192,64,8192,7999,64,32.4056,1024,0.0210209,0.101056,4.80739,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_facebook__vit-mae-large_img_k_64/sparse_features_statistics.npz
cc3m,truncated,google__gemma-3-1b-it_text,topk_8192_google__gemma-3-1b-it_text_k_64,8192,64,8192,7836,64,48.9505,1152,0.0234197,0.153553,6.55658,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_google__gemma-3-1b-it_text_k_64/sparse_features_statistics.npz
cc3m,truncated,google__gemma-3-4b-it_text,topk_8192_google__gemma-3-4b-it_text_k_64,8192,64,8192,8054,64,51.1766,2560,0.0198658,0.148309,7.46555,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_google__gemma-3-4b-it_text_k_64/sparse_features_statistics.npz
cc3m,truncated,google__siglip2-base-patch16-256_img,topk_8192_google__siglip2-base-patch16-256_img_k_64,8192,64,8192,7872,64,46.47,768,0.025388,0.170268,6.70663,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_google__siglip2-base-patch16-256_img_k_64/sparse_features_statistics.npz
cc3m,truncated,google__siglip2-base-patch16-256_text,topk_8192_google__siglip2-base-patch16-256_text_k_64,8192,64,8192,7913,64,45.7937,768,0.0197088,0.204405,10.3713,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_google__siglip2-base-patch16-256_text_k_64/sparse_features_statistics.npz
cc3m,truncated,google__siglip2-large-patch16-256_img,topk_8192_google__siglip2-large-patch16-256_img_k_64,8192,64,8192,7706,64,49.9649,1024,0.0260999,0.172764,6.61933,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_google__siglip2-large-patch16-256_img_k_64/sparse_features_statistics.npz
cc3m,truncated,google__siglip2-large-patch16-256_text,topk_8192_google__siglip2-large-patch16-256_text_k_64,8192,64,8192,7728,64,46.3412,1024,0.0224576,0.201672,8.9801,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_google__siglip2-large-patch16-256_text_k_64/sparse_features_statistics.npz
cc3m,truncated,laion__CLIP-ViT-B-32-laion2B-s34B-b79K_img,topk_8192_laion__CLIP-ViT-B-32-laion2B-s34B-b79K_img_k_64,8192,64,8192,8048,64,44.0736,512,0.0270835,0.161981,5.98082,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_laion__CLIP-ViT-B-32-laion2B-s34B-b79K_img_k_64/sparse_features_statistics.npz
cc3m,truncated,laion__CLIP-ViT-B-32-laion2B-s34B-b79K_text,topk_8192_laion__CLIP-ViT-B-32-laion2B-s34B-b79K_text_k_64,8192,64,8192,8077,64,43.1695,512,0.0184635,0.202859,10.987,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_laion__CLIP-ViT-B-32-laion2B-s34B-b79K_text_k_64/sparse_features_statistics.npz
cc3m,truncated,laion__CLIP-ViT-H-14-laion2B-s32B-b79K_img,topk_8192_laion__CLIP-ViT-H-14-laion2B-s32B-b79K_img_k_64,8192,64,8192,7922,64,51.652,1024,0.0275933,0.163626,5.92992,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_laion__CLIP-ViT-H-14-laion2B-s32B-b79K_img_k_64/sparse_features_statistics.npz
cc3m,truncated,laion__CLIP-ViT-H-14-laion2B-s32B-b79K_text,topk_8192_laion__CLIP-ViT-H-14-laion2B-s32B-b79K_text_k_64,8192,64,8192,7740,64,47.3537,1024,0.0207371,0.19869,9.5814,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_laion__CLIP-ViT-H-14-laion2B-s32B-b79K_text_k_64/sparse_features_statistics.npz
cc3m,truncated,meta-llama__Llama-3.2-1B-Instruct_text,topk_8192_meta-llama__Llama-3.2-1B-Instruct_text_k_64,8192,64,8192,7963,64,45.8894,2048,0.0155823,0.150822,9.67904,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_meta-llama__Llama-3.2-1B-Instruct_text_k_64/sparse_features_statistics.npz
cc3m,truncated,meta-llama__Llama-3.2-3B-Instruct_text,topk_8192_meta-llama__Llama-3.2-3B-Instruct_text_k_64,8192,64,8192,7967,64,48.9991,3072,0.0154132,0.158729,10.2982,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_meta-llama__Llama-3.2-3B-Instruct_text_k_64/sparse_features_statistics.npz
cc3m,truncated,microsoft__beit-base-patch16-224_img,topk_8192_microsoft__beit-base-patch16-224_img_k_64,8192,64,8192,8176,64,62.2098,768,0.0282194,0.153561,5.44167,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_microsoft__beit-base-patch16-224_img_k_64/sparse_features_statistics.npz
cc3m,truncated,microsoft__beit-large-patch16-224_img,topk_8192_microsoft__beit-large-patch16-224_img_k_64,8192,64,8192,8149,64,61.6172,1024,0.0279926,0.153958,5.49996,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_microsoft__beit-large-patch16-224_img_k_64/sparse_features_statistics.npz
cc3m,truncated,nomic-ai__nomic-embed-text-v1.5_text,topk_8192_nomic-ai__nomic-embed-text-v1.5_text_k_64,8192,64,8192,7497,64,34.1261,768,0.0157853,0.237134,15.0224,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_nomic-ai__nomic-embed-text-v1.5_text_k_64/sparse_features_statistics.npz
cc3m,truncated,nomic-ai__nomic-embed-text-v2-moe_text,topk_8192_nomic-ai__nomic-embed-text-v2-moe_text_k_64,8192,64,8192,7525,64,32.6868,768,0.015467,0.262092,16.9453,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_nomic-ai__nomic-embed-text-v2-moe_text_k_64/sparse_features_statistics.npz
cc3m,truncated,openai__clip-vit-base-patch32_img,topk_8192_openai__clip-vit-base-patch32_img_k_64,8192,64,8192,8065,64,44.8505,512,0.026639,0.16009,6.00959,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_openai__clip-vit-base-patch32_img_k_64/sparse_features_statistics.npz
cc3m,truncated,openai__clip-vit-base-patch32_text,topk_8192_openai__clip-vit-base-patch32_text_k_64,8192,64,8192,8106,64,46.7922,512,0.0203089,0.189225,9.31734,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_openai__clip-vit-base-patch32_text_k_64/sparse_features_statistics.npz
cc3m,truncated,openai__clip-vit-large-patch14_img,topk_8192_openai__clip-vit-large-patch14_img_k_64,8192,64,8192,8040,64,51.2096,768,0.0276958,0.161704,5.83858,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_openai__clip-vit-large-patch14_img_k_64/sparse_features_statistics.npz
cc3m,truncated,openai__clip-vit-large-patch14_text,topk_8192_openai__clip-vit-large-patch14_text_k_64,8192,64,8192,7995,64,47.8146,768,0.0217579,0.193785,8.90643,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_openai__clip-vit-large-patch14_text_k_64/sparse_features_statistics.npz
cc3m,truncated,Qwen__Qwen3-1.7B-Base_text,topk_8192_Qwen__Qwen3-1.7B-Base_text_k_64,8192,64,8192,8016,64,48.2506,2048,0.0136847,0.128716,9.40583,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_Qwen__Qwen3-1.7B-Base_text_k_64/sparse_features_statistics.npz
cc3m,truncated,Qwen__Qwen3-4B-Base_text,topk_8192_Qwen__Qwen3-4B-Base_text_k_64,8192,64,8192,7994,64,43.8273,2560,0.0149939,0.138797,9.25685,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_Qwen__Qwen3-4B-Base_text_k_64/sparse_features_statistics.npz
coco,truncated,BAAI__bge-base-en-v1.5_text,topk_16384_BAAI__bge-base-en-v1.5_text_k_128,16384,128,16384,12953,128,42.1937,768,0.00921178,0.148766,16.1495,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_BAAI__bge-base-en-v1.5_text_k_128/sparse_features_statistics.npz
coco,truncated,BAAI__bge-large-en-v1.5_text,topk_16384_BAAI__bge-large-en-v1.5_text_k_128,16384,128,16384,13322,128,45.7099,1024,0.00922429,0.150628,16.3295,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_BAAI__bge-large-en-v1.5_text_k_128/sparse_features_statistics.npz
coco,truncated,codefuse-ai__F2LLM-1.7B_text,topk_16384_codefuse-ai__F2LLM-1.7B_text_k_128,16384,128,16384,13374,128,70.1377,2048,0.0107951,0.181575,16.8202,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_codefuse-ai__F2LLM-1.7B_text_k_128/sparse_features_statistics.npz
coco,truncated,codefuse-ai__F2LLM-4B_text,topk_16384_codefuse-ai__F2LLM-4B_text_k_128,16384,128,16384,13935,128,78.259,2560,0.0117504,0.177851,15.1358,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_codefuse-ai__F2LLM-4B_text_k_128/sparse_features_statistics.npz
coco,truncated,facebook__dinov2-base_img,topk_16384_facebook__dinov2-base_img_k_128,16384,128,16384,16335,128,122.749,768,0.0168717,0.131751,7.80896,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_facebook__dinov2-base_img_k_128/sparse_features_statistics.npz
coco,truncated,facebook__dinov2-large_img,topk_16384_facebook__dinov2-large_img_k_128,16384,128,16384,16330,128,124.906,1024,0.0144381,0.138797,9.61319,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_facebook__dinov2-large_img_k_128/sparse_features_statistics.npz
coco,truncated,facebook__vit-mae-huge_img,topk_16384_facebook__vit-mae-huge_img_k_128,16384,128,16384,15186,128,47.9811,1280,0.0127273,0.0686851,5.39665,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_facebook__vit-mae-huge_img_k_128/sparse_features_statistics.npz
coco,truncated,facebook__vit-mae-large_img,topk_16384_facebook__vit-mae-large_img_k_128,16384,128,16384,15179,128,37.6288,1024,0.0152865,0.0845693,5.53228,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_facebook__vit-mae-large_img_k_128/sparse_features_statistics.npz
coco,truncated,google__gemma-3-1b-it_text,topk_16384_google__gemma-3-1b-it_text_k_128,16384,128,16384,14454,128,48.2393,1152,0.012964,0.113653,8.76685,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_google__gemma-3-1b-it_text_k_128/sparse_features_statistics.npz
coco,truncated,google__gemma-3-4b-it_text,topk_16384_google__gemma-3-4b-it_text_k_128,16384,128,16384,15251,128,56.7844,2560,0.0123482,0.123099,9.96902,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_google__gemma-3-4b-it_text_k_128/sparse_features_statistics.npz
coco,truncated,google__siglip2-base-patch16-256_img,topk_16384_google__siglip2-base-patch16-256_img_k_128,16384,128,16384,15346,128,48.2613,768,0.0176359,0.140577,7.9711,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_google__siglip2-base-patch16-256_img_k_128/sparse_features_statistics.npz
coco,truncated,google__siglip2-base-patch16-256_text,topk_16384_google__siglip2-base-patch16-256_text_k_128,16384,128,16384,13790,128,47.3457,768,0.00994756,0.172252,17.316,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_google__siglip2-base-patch16-256_text_k_128/sparse_features_statistics.npz
coco,truncated,google__siglip2-large-patch16-256_img,topk_16384_google__siglip2-large-patch16-256_img_k_128,16384,128,16384,14669,128,52.9335,1024,0.0170101,0.147325,8.66105,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_google__siglip2-large-patch16-256_img_k_128/sparse_features_statistics.npz
coco,truncated,google__siglip2-large-patch16-256_text,topk_16384_google__siglip2-large-patch16-256_text_k_128,16384,128,16384,13731,128,47.0994,1024,0.0108356,0.174262,16.0824,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_google__siglip2-large-patch16-256_text_k_128/sparse_features_statistics.npz
coco,truncated,laion__CLIP-ViT-B-32-laion2B-s34B-b79K_img,topk_16384_laion__CLIP-ViT-B-32-laion2B-s34B-b79K_img_k_128,16384,128,16384,15571,128,30.1536,512,0.0206177,0.130748,6.34155,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_laion__CLIP-ViT-B-32-laion2B-s34B-b79K_img_k_128/sparse_features_statistics.npz
coco,truncated,laion__CLIP-ViT-B-32-laion2B-s34B-b79K_text,topk_16384_laion__CLIP-ViT-B-32-laion2B-s34B-b79K_text_k_128,16384,128,16384,13924,128,45.5812,512,0.00858519,0.150882,17.5747,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_laion__CLIP-ViT-B-32-laion2B-s34B-b79K_text_k_128/sparse_features_statistics.npz
coco,truncated,laion__CLIP-ViT-H-14-laion2B-s32B-b79K_img,topk_16384_laion__CLIP-ViT-H-14-laion2B-s32B-b79K_img_k_128,16384,128,16384,15182,128,53.5263,1024,0.0190137,0.127393,6.70005,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_laion__CLIP-ViT-H-14-laion2B-s32B-b79K_img_k_128/sparse_features_statistics.npz
coco,truncated,laion__CLIP-ViT-H-14-laion2B-s32B-b79K_text,topk_16384_laion__CLIP-ViT-H-14-laion2B-s32B-b79K_text_k_128,16384,128,16384,13568,128,49.0236,1024,0.00908236,0.156768,17.2608,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_laion__CLIP-ViT-H-14-laion2B-s32B-b79K_text_k_128/sparse_features_statistics.npz
coco,truncated,meta-llama__Llama-3.2-1B-Instruct_text,topk_16384_meta-llama__Llama-3.2-1B-Instruct_text_k_128,16384,128,16384,14908,128,52.5122,2048,0.0122443,0.125104,10.2173,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_meta-llama__Llama-3.2-1B-Instruct_text_k_128/sparse_features_statistics.npz
coco,truncated,meta-llama__Llama-3.2-3B-Instruct_text,topk_16384_meta-llama__Llama-3.2-3B-Instruct_text_k_128,16384,128,16384,15092,128,58.3547,3072,0.0115528,0.135239,11.7062,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_meta-llama__Llama-3.2-3B-Instruct_text_k_128/sparse_features_statistics.npz
coco,truncated,microsoft__beit-base-patch16-224_img,topk_16384_microsoft__beit-base-patch16-224_img_k_128,16384,128,16384,16247,128,113.375,768,0.0187374,0.109942,5.86751,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_microsoft__beit-base-patch16-224_img_k_128/sparse_features_statistics.npz
coco,truncated,microsoft__beit-large-patch16-224_img,topk_16384_microsoft__beit-large-patch16-224_img_k_128,16384,128,16384,16305,128,123.203,1024,0.0190576,0.114827,6.02529,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_microsoft__beit-large-patch16-224_img_k_128/sparse_features_statistics.npz
coco,truncated,nomic-ai__nomic-embed-text-v1.5_text,topk_16384_nomic-ai__nomic-embed-text-v1.5_text_k_128,16384,128,16384,11706,128,40.3132,768,0.00806524,0.1498,18.5736,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_nomic-ai__nomic-embed-text-v1.5_text_k_128/sparse_features_statistics.npz
coco,truncated,nomic-ai__nomic-embed-text-v2-moe_text,topk_16384_nomic-ai__nomic-embed-text-v2-moe_text_k_128,16384,128,16384,12364,128,43.0124,768,0.00816995,0.179353,21.9528,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_nomic-ai__nomic-embed-text-v2-moe_text_k_128/sparse_features_statistics.npz
coco,truncated,openai__clip-vit-base-patch32_img,topk_16384_openai__clip-vit-base-patch32_img_k_128,16384,128,16384,15716,128,43.9365,512,0.0176926,0.127141,7.18613,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_openai__clip-vit-base-patch32_img_k_128/sparse_features_statistics.npz
coco,truncated,openai__clip-vit-base-patch32_text,topk_16384_openai__clip-vit-base-patch32_text_k_128,16384,128,16384,14336,128,45.0379,512,0.00962948,0.1523,15.816,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_openai__clip-vit-base-patch32_text_k_128/sparse_features_statistics.npz
coco,truncated,openai__clip-vit-large-patch14_img,topk_16384_openai__clip-vit-large-patch14_img_k_128,16384,128,16384,15775,128,55.5087,768,0.0183329,0.132362,7.2199,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_openai__clip-vit-large-patch14_img_k_128/sparse_features_statistics.npz
coco,truncated,openai__clip-vit-large-patch14_text,topk_16384_openai__clip-vit-large-patch14_text_k_128,16384,128,16384,14018,128,46.5103,768,0.0102086,0.154717,15.1555,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_openai__clip-vit-large-patch14_text_k_128/sparse_features_statistics.npz
coco,truncated,Qwen__Qwen3-1.7B-Base_text,topk_16384_Qwen__Qwen3-1.7B-Base_text_k_128,16384,128,16384,15177,128,58.9673,2048,0.0125856,0.118007,9.37631,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_Qwen__Qwen3-1.7B-Base_text_k_128/sparse_features_statistics.npz
coco,truncated,Qwen__Qwen3-4B-Base_text,topk_16384_Qwen__Qwen3-4B-Base_text_k_128,16384,128,16384,15230,128,54.0103,2560,0.0125451,0.125952,10.04,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_Qwen__Qwen3-4B-Base_text_k_128/sparse_features_statistics.npz
coco,truncated,BAAI__bge-base-en-v1.5_text,topk_16384_BAAI__bge-base-en-v1.5_text_k_32,16384,32,16384,12156,32,23.9574,768,0.0209062,0.334887,16.0185,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_BAAI__bge-base-en-v1.5_text_k_32/sparse_features_statistics.npz
coco,truncated,BAAI__bge-large-en-v1.5_text,topk_16384_BAAI__bge-large-en-v1.5_text_k_32,16384,32,16384,12634,32,24.6725,1024,0.0209635,0.32843,15.6667,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_BAAI__bge-large-en-v1.5_text_k_32/sparse_features_statistics.npz
coco,truncated,codefuse-ai__F2LLM-1.7B_text,topk_16384_codefuse-ai__F2LLM-1.7B_text_k_32,16384,32,16384,16232,32,27.2115,2048,0.0263172,0.342903,13.0296,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_codefuse-ai__F2LLM-1.7B_text_k_32/sparse_features_statistics.npz
coco,truncated,codefuse-ai__F2LLM-4B_text,topk_16384_codefuse-ai__F2LLM-4B_text_k_32,16384,32,16384,16336,32,28.4675,2560,0.027954,0.330471,11.822,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_codefuse-ai__F2LLM-4B_text_k_32/sparse_features_statistics.npz
coco,truncated,facebook__dinov2-base_img,topk_16384_facebook__dinov2-base_img_k_32,16384,32,16384,16316,32,31.9997,768,0.0370923,0.248351,6.69549,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_facebook__dinov2-base_img_k_32/sparse_features_statistics.npz
coco,truncated,facebook__dinov2-large_img,topk_16384_facebook__dinov2-large_img_k_32,16384,32,16384,16302,32,31.9993,1024,0.0320621,0.263345,8.21361,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_facebook__dinov2-large_img_k_32/sparse_features_statistics.npz
coco,truncated,facebook__vit-mae-huge_img,topk_16384_facebook__vit-mae-huge_img_k_32,16384,32,16384,12167,32,19.5269,1280,0.0300413,0.151626,5.04725,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_facebook__vit-mae-huge_img_k_32/sparse_features_statistics.npz
coco,truncated,facebook__vit-mae-large_img,topk_16384_facebook__vit-mae-large_img_k_32,16384,32,16384,8429,32,18.0262,1024,0.0367916,0.170366,4.63058,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_facebook__vit-mae-large_img_k_32/sparse_features_statistics.npz
coco,truncated,google__gemma-3-1b-it_text,topk_16384_google__gemma-3-1b-it_text_k_32,16384,32,16384,13509,32,22.3586,1152,0.0329931,0.269656,8.17308,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_google__gemma-3-1b-it_text_k_32/sparse_features_statistics.npz
coco,truncated,google__gemma-3-4b-it_text,topk_16384_google__gemma-3-4b-it_text_k_32,16384,32,16384,15421,32,23.0267,2560,0.031239,0.280447,8.97747,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_google__gemma-3-4b-it_text_k_32/sparse_features_statistics.npz
coco,truncated,google__siglip2-base-patch16-256_img,topk_16384_google__siglip2-base-patch16-256_img_k_32,16384,32,16384,12600,32,27.7915,768,0.0398165,0.248102,6.23113,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_google__siglip2-base-patch16-256_img_k_32/sparse_features_statistics.npz
coco,truncated,google__siglip2-base-patch16-256_text,topk_16384_google__siglip2-base-patch16-256_text_k_32,16384,32,16384,13421,32,24.1312,768,0.0233936,0.343155,14.6688,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_google__siglip2-base-patch16-256_text_k_32/sparse_features_statistics.npz
coco,truncated,google__siglip2-large-patch16-256_img,topk_16384_google__siglip2-large-patch16-256_img_k_32,16384,32,16384,11990,32,28.3473,1024,0.0402536,0.254713,6.32772,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_google__siglip2-large-patch16-256_img_k_32/sparse_features_statistics.npz
coco,truncated,google__siglip2-large-patch16-256_text,topk_16384_google__siglip2-large-patch16-256_text_k_32,16384,32,16384,14299,32,24.571,1024,0.0248937,0.340488,13.6777,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_google__siglip2-large-patch16-256_text_k_32/sparse_features_statistics.npz
coco,truncated,laion__CLIP-ViT-B-32-laion2B-s34B-b79K_img,topk_16384_laion__CLIP-ViT-B-32-laion2B-s34B-b79K_img_k_32,16384,32,16384,13138,32,28.7261,512,0.0432908,0.227514,5.25549,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_laion__CLIP-ViT-B-32-laion2B-s34B-b79K_img_k_32/sparse_features_statistics.npz
coco,truncated,laion__CLIP-ViT-B-32-laion2B-s34B-b79K_text,topk_16384_laion__CLIP-ViT-B-32-laion2B-s34B-b79K_text_k_32,16384,32,16384,12445,32,23.5527,512,0.0198198,0.340883,17.1991,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_laion__CLIP-ViT-B-32-laion2B-s34B-b79K_text_k_32/sparse_features_statistics.npz
coco,truncated,laion__CLIP-ViT-H-14-laion2B-s32B-b79K_img,topk_16384_laion__CLIP-ViT-H-14-laion2B-s32B-b79K_img_k_32,16384,32,16384,13751,32,28.8841,1024,0.0421843,0.24899,5.90244,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_coco/topk_16384_laion__CLIP-ViT-H-14-laion2B-s32B-b79K_img_k_32/sparse_features_statistics.npz
