dataset,feature_set,model,raw_model,group_sparse_dimension,group_sparsity,pre_truncation_sparse_dimension,actual_sparse_dimension,pre_truncation_sparsity,actual_sparsity,dense_dimension,p5,p95,p95_over_p5,stats_path
cc3m,truncated,google__gemma-3-1b-it_text,topk_16384_google__gemma-3-1b-it_text_k_64,16384,64,16384,15631,64,50.6174,1152,0.0222217,0.150841,6.78801,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_16384_google__gemma-3-1b-it_text_k_64/sparse_features_statistics.npz
cc3m,truncated,google__gemma-3-4b-it_text,topk_16384_google__gemma-3-4b-it_text_k_64,16384,64,16384,16164,64,52.2763,2560,0.0197148,0.144143,7.31142,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_16384_google__gemma-3-4b-it_text_k_64/sparse_features_statistics.npz
cc3m,truncated,google__siglip2-base-patch16-256_img,topk_16384_google__siglip2-base-patch16-256_img_k_64,16384,64,16384,15612,64,49.224,768,0.0249098,0.166845,6.69794,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_16384_google__siglip2-base-patch16-256_img_k_64/sparse_features_statistics.npz
cc3m,truncated,google__siglip2-base-patch16-256_text,topk_16384_google__siglip2-base-patch16-256_text_k_64,16384,64,16384,15529,64,47.2575,768,0.019116,0.20296,10.6173,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_16384_google__siglip2-base-patch16-256_text_k_64/sparse_features_statistics.npz
cc3m,truncated,google__siglip2-large-patch16-256_img,topk_16384_google__siglip2-large-patch16-256_img_k_64,16384,64,16384,15459,64,50.8457,1024,0.0254063,0.169271,6.66256,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_16384_google__siglip2-large-patch16-256_img_k_64/sparse_features_statistics.npz
cc3m,truncated,google__siglip2-large-patch16-256_text,topk_16384_google__siglip2-large-patch16-256_text_k_64,16384,64,16384,15214,64,48.6198,1024,0.0217111,0.200358,9.2284,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_16384_google__siglip2-large-patch16-256_text_k_64/sparse_features_statistics.npz
cc3m,truncated,laion__CLIP-ViT-B-32-laion2B-s34B-b79K_img,topk_16384_laion__CLIP-ViT-B-32-laion2B-s34B-b79K_img_k_64,16384,64,16384,16172,64,46.8247,512,0.0267453,0.156716,5.85957,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_16384_laion__CLIP-ViT-B-32-laion2B-s34B-b79K_img_k_64/sparse_features_statistics.npz
cc3m,truncated,laion__CLIP-ViT-B-32-laion2B-s34B-b79K_text,topk_16384_laion__CLIP-ViT-B-32-laion2B-s34B-b79K_text_k_64,16384,64,16384,16190,64,44.8771,512,0.0177759,0.198928,11.1909,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_16384_laion__CLIP-ViT-B-32-laion2B-s34B-b79K_text_k_64/sparse_features_statistics.npz
cc3m,truncated,laion__CLIP-ViT-H-14-laion2B-s32B-b79K_img,topk_16384_laion__CLIP-ViT-H-14-laion2B-s32B-b79K_img_k_64,16384,64,16384,15818,64,53.811,1024,0.02685,0.159632,5.94533,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_16384_laion__CLIP-ViT-H-14-laion2B-s32B-b79K_img_k_64/sparse_features_statistics.npz
cc3m,truncated,laion__CLIP-ViT-H-14-laion2B-s32B-b79K_text,topk_16384_laion__CLIP-ViT-H-14-laion2B-s32B-b79K_text_k_64,16384,64,16384,15349,64,49.3201,1024,0.0199849,0.199043,9.95967,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_16384_laion__CLIP-ViT-H-14-laion2B-s32B-b79K_text_k_64/sparse_features_statistics.npz
cc3m,truncated,meta-llama__Llama-3.2-1B-Instruct_text,topk_16384_meta-llama__Llama-3.2-1B-Instruct_text_k_64,16384,64,16384,16136,64,47.9312,2048,0.0151176,0.143841,9.51482,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_16384_meta-llama__Llama-3.2-1B-Instruct_text_k_64/sparse_features_statistics.npz
cc3m,truncated,meta-llama__Llama-3.2-3B-Instruct_text,topk_16384_meta-llama__Llama-3.2-3B-Instruct_text_k_64,16384,64,16384,15936,64,49.3892,3072,0.0152475,0.151104,9.91012,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_16384_meta-llama__Llama-3.2-3B-Instruct_text_k_64/sparse_features_statistics.npz
cc3m,truncated,microsoft__beit-base-patch16-224_img,topk_16384_microsoft__beit-base-patch16-224_img_k_64,16384,64,16384,16325,64,62.364,768,0.0285476,0.151634,5.3116,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_16384_microsoft__beit-base-patch16-224_img_k_64/sparse_features_statistics.npz
cc3m,truncated,microsoft__beit-large-patch16-224_img,topk_16384_microsoft__beit-large-patch16-224_img_k_64,16384,64,16384,16217,64,62.3038,1024,0.0282752,0.150382,5.31852,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_16384_microsoft__beit-large-patch16-224_img_k_64/sparse_features_statistics.npz
cc3m,truncated,nomic-ai__nomic-embed-text-v1.5_text,topk_16384_nomic-ai__nomic-embed-text-v1.5_text_k_64,16384,64,16384,14371,64,37.2914,768,0.0146403,0.231188,15.7913,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_16384_nomic-ai__nomic-embed-text-v1.5_text_k_64/sparse_features_statistics.npz
cc3m,truncated,nomic-ai__nomic-embed-text-v2-moe_text,topk_16384_nomic-ai__nomic-embed-text-v2-moe_text_k_64,16384,64,16384,14431,64,35.4391,768,0.0148379,0.258115,17.3956,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_16384_nomic-ai__nomic-embed-text-v2-moe_text_k_64/sparse_features_statistics.npz
cc3m,truncated,openai__clip-vit-base-patch32_img,topk_16384_openai__clip-vit-base-patch32_img_k_64,16384,64,16384,16153,64,46.8585,512,0.026202,0.155622,5.93932,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_16384_openai__clip-vit-base-patch32_img_k_64/sparse_features_statistics.npz
cc3m,truncated,openai__clip-vit-base-patch32_text,topk_16384_openai__clip-vit-base-patch32_text_k_64,16384,64,16384,16222,64,48.1518,512,0.019699,0.189125,9.60072,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_16384_openai__clip-vit-base-patch32_text_k_64/sparse_features_statistics.npz
cc3m,truncated,openai__clip-vit-large-patch14_img,topk_16384_openai__clip-vit-large-patch14_img_k_64,16384,64,16384,16016,64,52.1234,768,0.0271577,0.157692,5.80654,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_16384_openai__clip-vit-large-patch14_img_k_64/sparse_features_statistics.npz
cc3m,truncated,openai__clip-vit-large-patch14_text,topk_16384_openai__clip-vit-large-patch14_text_k_64,16384,64,16384,15835,64,49.9519,768,0.0208797,0.188855,9.04492,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_16384_openai__clip-vit-large-patch14_text_k_64/sparse_features_statistics.npz
cc3m,truncated,Qwen__Qwen3-1.7B-Base_text,topk_16384_Qwen__Qwen3-1.7B-Base_text_k_64,16384,64,16384,16243,64,47.8938,2048,0.0135206,0.1262,9.33389,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_16384_Qwen__Qwen3-1.7B-Base_text_k_64/sparse_features_statistics.npz
cc3m,truncated,Qwen__Qwen3-4B-Base_text,topk_16384_Qwen__Qwen3-4B-Base_text_k_64,16384,64,16384,16131,64,44.8788,2560,0.014687,0.131423,8.94826,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_16384_Qwen__Qwen3-4B-Base_text_k_64/sparse_features_statistics.npz
cc3m,truncated,BAAI__bge-base-en-v1.5_text,topk_8192_BAAI__bge-base-en-v1.5_text_k_128,8192,128,8192,7308,128,31.1057,768,0.0160348,0.182147,11.3595,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_BAAI__bge-base-en-v1.5_text_k_128/sparse_features_statistics.npz
cc3m,truncated,BAAI__bge-large-en-v1.5_text,topk_8192_BAAI__bge-large-en-v1.5_text_k_128,8192,128,8192,7151,128,36.628,1024,0.0150751,0.175246,11.6248,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_BAAI__bge-large-en-v1.5_text_k_128/sparse_features_statistics.npz
cc3m,truncated,codefuse-ai__F2LLM-1.7B_text,topk_8192_codefuse-ai__F2LLM-1.7B_text_k_128,8192,128,8192,6896,128,67.2666,2048,0.0162105,0.180685,11.1462,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_codefuse-ai__F2LLM-1.7B_text_k_128/sparse_features_statistics.npz
cc3m,truncated,codefuse-ai__F2LLM-4B_text,topk_8192_codefuse-ai__F2LLM-4B_text_k_128,8192,128,8192,7249,128,82.1838,2560,0.0169301,0.160297,9.46812,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_codefuse-ai__F2LLM-4B_text_k_128/sparse_features_statistics.npz
cc3m,truncated,facebook__dinov2-base_img,topk_8192_facebook__dinov2-base_img_k_128,8192,128,8192,8154,128,122.695,768,0.0178357,0.125482,7.03543,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_facebook__dinov2-base_img_k_128/sparse_features_statistics.npz
cc3m,truncated,facebook__dinov2-large_img,topk_8192_facebook__dinov2-large_img_k_128,8192,128,8192,8151,128,122.67,1024,0.0168903,0.126934,7.5152,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_facebook__dinov2-large_img_k_128/sparse_features_statistics.npz
cc3m,truncated,facebook__vit-mae-huge_img,topk_8192_facebook__vit-mae-huge_img_k_128,8192,128,8192,7622,128,51.4779,1280,0.0114697,0.0612927,5.34386,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_facebook__vit-mae-huge_img_k_128/sparse_features_statistics.npz
cc3m,truncated,facebook__vit-mae-large_img,topk_8192_facebook__vit-mae-large_img_k_128,8192,128,8192,7418,128,41.3999,1024,0.0145155,0.0702274,4.83811,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_facebook__vit-mae-large_img_k_128/sparse_features_statistics.npz
cc3m,truncated,google__gemma-3-1b-it_text,topk_8192_google__gemma-3-1b-it_text_k_128,8192,128,8192,7495,128,58.9701,1152,0.0173594,0.113313,6.52748,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_google__gemma-3-1b-it_text_k_128/sparse_features_statistics.npz
cc3m,truncated,google__gemma-3-4b-it_text,topk_8192_google__gemma-3-4b-it_text_k_128,8192,128,8192,7335,128,73.8842,2560,0.0145925,0.109055,7.47336,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_google__gemma-3-4b-it_text_k_128/sparse_features_statistics.npz
cc3m,truncated,google__siglip2-base-patch16-256_img,topk_8192_google__siglip2-base-patch16-256_img_k_128,8192,128,8192,7383,128,41.331,768,0.0190688,0.139969,7.34024,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_google__siglip2-base-patch16-256_img_k_128/sparse_features_statistics.npz
cc3m,truncated,google__siglip2-base-patch16-256_text,topk_8192_google__siglip2-base-patch16-256_text_k_128,8192,128,8192,7676,128,48.5378,768,0.0153762,0.158244,10.2915,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_google__siglip2-base-patch16-256_text_k_128/sparse_features_statistics.npz
cc3m,truncated,google__siglip2-large-patch16-256_img,topk_8192_google__siglip2-large-patch16-256_img_k_128,8192,128,8192,7063,128,49.9578,1024,0.0188256,0.136552,7.2535,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_google__siglip2-large-patch16-256_img_k_128/sparse_features_statistics.npz
cc3m,truncated,google__siglip2-large-patch16-256_text,topk_8192_google__siglip2-large-patch16-256_text_k_128,8192,128,8192,7352,128,49.6843,1024,0.0176377,0.154571,8.76363,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_google__siglip2-large-patch16-256_text_k_128/sparse_features_statistics.npz
cc3m,truncated,laion__CLIP-ViT-B-32-laion2B-s34B-b79K_img,topk_8192_laion__CLIP-ViT-B-32-laion2B-s34B-b79K_img_k_128,8192,128,8192,7399,128,24.6957,512,0.0221238,0.134879,6.09656,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_laion__CLIP-ViT-B-32-laion2B-s34B-b79K_img_k_128/sparse_features_statistics.npz
cc3m,truncated,laion__CLIP-ViT-B-32-laion2B-s34B-b79K_text,topk_8192_laion__CLIP-ViT-B-32-laion2B-s34B-b79K_text_k_128,8192,128,8192,7870,128,42.0803,512,0.0153785,0.15326,9.96592,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_laion__CLIP-ViT-B-32-laion2B-s34B-b79K_text_k_128/sparse_features_statistics.npz
cc3m,truncated,laion__CLIP-ViT-H-14-laion2B-s32B-b79K_img,topk_8192_laion__CLIP-ViT-H-14-laion2B-s32B-b79K_img_k_128,8192,128,8192,7343,128,44.3195,1024,0.0209194,0.123135,5.88617,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_laion__CLIP-ViT-H-14-laion2B-s32B-b79K_img_k_128/sparse_features_statistics.npz
cc3m,truncated,laion__CLIP-ViT-H-14-laion2B-s32B-b79K_text,topk_8192_laion__CLIP-ViT-H-14-laion2B-s32B-b79K_text_k_128,8192,128,8192,7460,128,49.5584,1024,0.0167513,0.138285,8.25516,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_laion__CLIP-ViT-H-14-laion2B-s32B-b79K_text_k_128/sparse_features_statistics.npz
cc3m,truncated,meta-llama__Llama-3.2-1B-Instruct_text,topk_8192_meta-llama__Llama-3.2-1B-Instruct_text_k_128,8192,128,8192,7315,128,65.7879,2048,0.011794,0.109491,9.28365,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_meta-llama__Llama-3.2-1B-Instruct_text_k_128/sparse_features_statistics.npz
cc3m,truncated,meta-llama__Llama-3.2-3B-Instruct_text,topk_8192_meta-llama__Llama-3.2-3B-Instruct_text_k_128,8192,128,8192,7466,128,73.227,3072,0.011399,0.115361,10.1202,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_meta-llama__Llama-3.2-3B-Instruct_text_k_128/sparse_features_statistics.npz
cc3m,truncated,microsoft__beit-base-patch16-224_img,topk_8192_microsoft__beit-base-patch16-224_img_k_128,8192,128,8192,8067,128,107.927,768,0.0202641,0.10483,5.17319,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_microsoft__beit-base-patch16-224_img_k_128/sparse_features_statistics.npz
cc3m,truncated,microsoft__beit-large-patch16-224_img,topk_8192_microsoft__beit-large-patch16-224_img_k_128,8192,128,8192,8098,128,115.964,1024,0.0210024,0.106092,5.0514,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_microsoft__beit-large-patch16-224_img_k_128/sparse_features_statistics.npz
cc3m,truncated,nomic-ai__nomic-embed-text-v1.5_text,topk_8192_nomic-ai__nomic-embed-text-v1.5_text_k_128,8192,128,8192,7181,128,30.7608,768,0.0139544,0.184709,13.2366,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_nomic-ai__nomic-embed-text-v1.5_text_k_128/sparse_features_statistics.npz
cc3m,truncated,nomic-ai__nomic-embed-text-v2-moe_text,topk_8192_nomic-ai__nomic-embed-text-v2-moe_text_k_128,8192,128,8192,7454,128,33.6417,768,0.0131241,0.212619,16.2006,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_nomic-ai__nomic-embed-text-v2-moe_text_k_128/sparse_features_statistics.npz
cc3m,truncated,openai__clip-vit-base-patch32_img,topk_8192_openai__clip-vit-base-patch32_img_k_128,8192,128,8192,7578,128,34.8373,512,0.0200359,0.122466,6.11234,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_openai__clip-vit-base-patch32_img_k_128/sparse_features_statistics.npz
cc3m,truncated,openai__clip-vit-base-patch32_text,topk_8192_openai__clip-vit-base-patch32_text_k_128,8192,128,8192,7842,128,40.3294,512,0.0169622,0.150417,8.86781,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_openai__clip-vit-base-patch32_text_k_128/sparse_features_statistics.npz
cc3m,truncated,openai__clip-vit-large-patch14_img,topk_8192_openai__clip-vit-large-patch14_img_k_128,8192,128,8192,7628,128,44.3673,768,0.0212551,0.123125,5.79275,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_openai__clip-vit-large-patch14_img_k_128/sparse_features_statistics.npz
cc3m,truncated,openai__clip-vit-large-patch14_text,topk_8192_openai__clip-vit-large-patch14_text_k_128,8192,128,8192,7732,128,46.4224,768,0.0176015,0.147213,8.36368,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_openai__clip-vit-large-patch14_text_k_128/sparse_features_statistics.npz
cc3m,truncated,Qwen__Qwen3-1.7B-Base_text,topk_8192_Qwen__Qwen3-1.7B-Base_text_k_128,8192,128,8192,7472,128,69.3616,2048,0.0105807,0.0891834,8.42886,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_Qwen__Qwen3-1.7B-Base_text_k_128/sparse_features_statistics.npz
cc3m,truncated,Qwen__Qwen3-4B-Base_text,topk_8192_Qwen__Qwen3-4B-Base_text_k_128,8192,128,8192,7542,128,63.5751,2560,0.0113643,0.0971493,8.54864,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_Qwen__Qwen3-4B-Base_text_k_128/sparse_features_statistics.npz
cc3m,truncated,BAAI__bge-base-en-v1.5_text,topk_8192_BAAI__bge-base-en-v1.5_text_k_32,8192,32,8192,7367,32,25.2054,768,0.0255454,0.312051,12.2155,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_BAAI__bge-base-en-v1.5_text_k_32/sparse_features_statistics.npz
cc3m,truncated,BAAI__bge-large-en-v1.5_text,topk_8192_BAAI__bge-large-en-v1.5_text_k_32,8192,32,8192,7346,32,27.2587,1024,0.0262824,0.300471,11.4324,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_BAAI__bge-large-en-v1.5_text_k_32/sparse_features_statistics.npz
cc3m,truncated,codefuse-ai__F2LLM-1.7B_text,topk_8192_codefuse-ai__F2LLM-1.7B_text_k_32,8192,32,8192,8161,32,30.0101,2048,0.0303366,0.294033,9.69234,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_codefuse-ai__F2LLM-1.7B_text_k_32/sparse_features_statistics.npz
cc3m,truncated,codefuse-ai__F2LLM-4B_text,topk_8192_codefuse-ai__F2LLM-4B_text_k_32,8192,32,8192,8180,32,30.6612,2560,0.0321837,0.280381,8.71191,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_codefuse-ai__F2LLM-4B_text_k_32/sparse_features_statistics.npz
cc3m,truncated,facebook__dinov2-base_img,topk_8192_facebook__dinov2-base_img_k_32,8192,32,8192,8173,32,31.9999,768,0.0373423,0.253618,6.79171,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_facebook__dinov2-base_img_k_32/sparse_features_statistics.npz
cc3m,truncated,facebook__dinov2-large_img,topk_8192_facebook__dinov2-large_img_k_32,8192,32,8192,8151,32,31.8577,1024,0.0319839,0.266684,8.33808,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_facebook__dinov2-large_img_k_32/sparse_features_statistics.npz
cc3m,truncated,facebook__vit-mae-huge_img,topk_8192_facebook__vit-mae-huge_img_k_32,8192,32,8192,7606,32,19.267,1280,0.0261439,0.134619,5.14916,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_facebook__vit-mae-huge_img_k_32/sparse_features_statistics.npz
cc3m,truncated,facebook__vit-mae-large_img,topk_8192_facebook__vit-mae-large_img_k_32,8192,32,8192,6414,32,19.2866,1024,0.0328923,0.152858,4.64724,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_facebook__vit-mae-large_img_k_32/sparse_features_statistics.npz
cc3m,truncated,google__gemma-3-1b-it_text,topk_8192_google__gemma-3-1b-it_text_k_32,8192,32,8192,7631,32,26.8269,1152,0.034917,0.216837,6.21008,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_google__gemma-3-1b-it_text_k_32/sparse_features_statistics.npz
cc3m,truncated,google__gemma-3-4b-it_text,topk_8192_google__gemma-3-4b-it_text_k_32,8192,32,8192,8111,32,27.8928,2560,0.031383,0.207356,6.60726,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_google__gemma-3-4b-it_text_k_32/sparse_features_statistics.npz
cc3m,truncated,google__siglip2-base-patch16-256_img,topk_8192_google__siglip2-base-patch16-256_img_k_32,8192,32,8192,7487,32,29.0241,768,0.0399355,0.231835,5.80522,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_google__siglip2-base-patch16-256_img_k_32/sparse_features_statistics.npz
cc3m,truncated,google__siglip2-base-patch16-256_text,topk_8192_google__siglip2-base-patch16-256_text_k_32,8192,32,8192,7659,32,27.8131,768,0.0297628,0.282777,9.50104,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_google__siglip2-base-patch16-256_text_k_32/sparse_features_statistics.npz
cc3m,truncated,google__siglip2-large-patch16-256_img,topk_8192_google__siglip2-large-patch16-256_img_k_32,8192,32,8192,7418,32,28.7072,1024,0.0416381,0.234669,5.63592,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_google__siglip2-large-patch16-256_img_k_32/sparse_features_statistics.npz
cc3m,truncated,google__siglip2-large-patch16-256_text,topk_8192_google__siglip2-large-patch16-256_text_k_32,8192,32,8192,7767,32,28.0114,1024,0.033163,0.277957,8.38154,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_google__siglip2-large-patch16-256_text_k_32/sparse_features_statistics.npz
cc3m,truncated,laion__CLIP-ViT-B-32-laion2B-s34B-b79K_img,topk_8192_laion__CLIP-ViT-B-32-laion2B-s34B-b79K_img_k_32,8192,32,8192,7790,32,28.9369,512,0.0414342,0.216193,5.21774,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_laion__CLIP-ViT-B-32-laion2B-s34B-b79K_img_k_32/sparse_features_statistics.npz
cc3m,truncated,laion__CLIP-ViT-B-32-laion2B-s34B-b79K_text,topk_8192_laion__CLIP-ViT-B-32-laion2B-s34B-b79K_text_k_32,8192,32,8192,7988,32,27.1211,512,0.0276946,0.286619,10.3493,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_laion__CLIP-ViT-B-32-laion2B-s34B-b79K_text_k_32/sparse_features_statistics.npz
cc3m,truncated,laion__CLIP-ViT-H-14-laion2B-s32B-b79K_img,topk_8192_laion__CLIP-ViT-H-14-laion2B-s32B-b79K_img_k_32,8192,32,8192,7960,32,29.1614,1024,0.0416079,0.224359,5.39221,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_laion__CLIP-ViT-H-14-laion2B-s32B-b79K_img_k_32/sparse_features_statistics.npz
cc3m,truncated,laion__CLIP-ViT-H-14-laion2B-s32B-b79K_text,topk_8192_laion__CLIP-ViT-H-14-laion2B-s32B-b79K_text_k_32,8192,32,8192,7785,32,27.678,1024,0.0305761,0.287106,9.3899,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_laion__CLIP-ViT-H-14-laion2B-s32B-b79K_text_k_32/sparse_features_statistics.npz
cc3m,truncated,meta-llama__Llama-3.2-1B-Instruct_text,topk_8192_meta-llama__Llama-3.2-1B-Instruct_text_k_32,8192,32,8192,8015,32,26.6293,2048,0.0247246,0.209462,8.47179,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_meta-llama__Llama-3.2-1B-Instruct_text_k_32/sparse_features_statistics.npz
cc3m,truncated,meta-llama__Llama-3.2-3B-Instruct_text,topk_8192_meta-llama__Llama-3.2-3B-Instruct_text_k_32,8192,32,8192,8101,32,26.768,3072,0.0249749,0.217932,8.72604,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_meta-llama__Llama-3.2-3B-Instruct_text_k_32/sparse_features_statistics.npz
cc3m,truncated,microsoft__beit-base-patch16-224_img,topk_8192_microsoft__beit-base-patch16-224_img_k_32,8192,32,8192,8169,32,31.5045,768,0.0401996,0.213689,5.31569,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_microsoft__beit-base-patch16-224_img_k_32/sparse_features_statistics.npz
cc3m,truncated,microsoft__beit-large-patch16-224_img,topk_8192_microsoft__beit-large-patch16-224_img_k_32,8192,32,8192,8173,32,31.4594,1024,0.0385159,0.213732,5.54919,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_microsoft__beit-large-patch16-224_img_k_32/sparse_features_statistics.npz
cc3m,truncated,nomic-ai__nomic-embed-text-v1.5_text,topk_8192_nomic-ai__nomic-embed-text-v1.5_text_k_32,8192,32,8192,7223,32,25.3797,768,0.0226485,0.321117,14.1783,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_nomic-ai__nomic-embed-text-v1.5_text_k_32/sparse_features_statistics.npz
cc3m,truncated,nomic-ai__nomic-embed-text-v2-moe_text,topk_8192_nomic-ai__nomic-embed-text-v2-moe_text_k_32,8192,32,8192,7060,32,23.6078,768,0.0236948,0.33576,14.1702,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_nomic-ai__nomic-embed-text-v2-moe_text_k_32/sparse_features_statistics.npz
cc3m,truncated,openai__clip-vit-base-patch32_img,topk_8192_openai__clip-vit-base-patch32_img_k_32,8192,32,8192,7618,32,28.8558,512,0.040711,0.216996,5.33016,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_openai__clip-vit-base-patch32_img_k_32/sparse_features_statistics.npz
cc3m,truncated,openai__clip-vit-base-patch32_text,topk_8192_openai__clip-vit-base-patch32_text_k_32,8192,32,8192,8002,32,27.9924,512,0.0299417,0.27408,9.15381,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_openai__clip-vit-base-patch32_text_k_32/sparse_features_statistics.npz
cc3m,truncated,openai__clip-vit-large-patch14_img,topk_8192_openai__clip-vit-large-patch14_img_k_32,8192,32,8192,7988,32,29.1805,768,0.0409011,0.218346,5.3384,/orcd/scratch/orcd/003/kirilb/PRH_data/topk_sae_cc3m/topk_8192_openai__clip-vit-large-patch14_img_k_32/sparse_features_statistics.npz
